order_line_id,order_id,product_id,order_qty,delivery_qty,agreed_delivery_date,actual_delivery_date
OL000037,FMR32301302,25891302,29,29,2022-03-02,2022-03-05
OL000038,FMR33721603,25891301,59,59,2022-03-03,2022-03-03
OL000039,FMR32420403,25891301,87,87,2022-03-02,2022-03-02
OL000040,FMR33420301,25891301,23,18,2022-03-03,2022-03-05
OL000041,FMR33320501,25891301,46,46,2022-03-03,2022-03-03
OL000042,FMR33122301,25891301,29,26,2022-03-03,2022-03-05
OL000043,FMR34101301,25891301,76,76,2022-03-04,2022-03-04
OL000044,FMR33421301,25891301,75,67,2022-03-03,2022-03-05
OL000045,FMR34421301,25891301,47,45,2022-03-04,2022-03-04
OL000046,FMR34103403,25891301,71,67,2022-03-04,2022-03-04
OL000047,FMR32121301,25891301,72,65,2022-03-02,2022-03-03
OL000048,FMR34203601,25891301,100,100,2022-03-04,2022-03-04
OL000049,FMR33402303,25891301,94,94,2022-03-03,2022-03-03
OL000050,FMR34221301,25891301,44,44,2022-03-04,2022-03-04
OL000051,FMR34202301,25891301,45,45,2022-03-04,2022-03-04
OL000052,FMR32522301,25891301,46,46,2022-03-02,2022-03-03
OL000053,FMR34522403,25891301,47,38,2022-03-04,2022-03-05
OL000054,FMR34520301,25891301,38,34,2022-03-04,2022-03-04
OL000055,FMR33301301,25891301,92,83,2022-03-03,2022-03-03
OL000056,FMR34303602,25891301,44,40,2022-03-04,2022-03-04
OL000057,FMR33220603,25891301,75,75,2022-03-03,2022-03-03
OL000058,FMR32422301,25891301,63,63,2022-03-02,2022-03-02
OL000059,FMR33422301,25891301,63,60,2022-03-03,2022-03-05
OL000060,FMR34303602,25891102,352,317,2022-03-04,2022-03-04
OL000061,FMR34401102,25891102,369,369,2022-03-04,2022-03-03
OL000062,FMR34520302,25891102,373,336,2022-03-04,2022-03-05
OL000063,FMR32121102,25891102,397,377,2022-03-02,2022-03-01
OL000064,FMR33902203,25891102,494,395,2022-03-03,2022-03-03
OL000065,FMR34902102,25891102,465,465,2022-03-04,2022-03-05
OL000066,FMR32503401,25891102,459,367,2022-03-02,2022-03-02
OL000067,FMR32720302,25891102,402,402,2022-03-02,2022-03-02
OL000068,FMR33720202,25891102,483,483,2022-03-03,2022-03-03
OL000069,FMR34321602,25891102,368,331,2022-03-04,2022-03-04
OL000070,FMR32103503,25891102,307,246,2022-03-02,2022-03-02
OL000071,FMR32421102,25891102,309,278,2022-03-02,2022-03-04
OL000072,FMR34421301,25891102,412,391,2022-03-04,2022-03-04
OL000073,FMR34320102,25891102,432,432,2022-03-04,2022-03-05
OL000074,FMR32420102,25891102,310,310,2022-03-02,2022-03-05
OL000075,FMR32702601,25891102,478,454,2022-03-02,2022-03-02
OL000076,FMR34220601,25891102,473,473,2022-03-04,2022-03-04
OL000077,FMR34201202,25891102,372,353,2022-03-04,2022-03-04
OL000078,FMR32102102,25891102,496,496,2022-03-02,2022-03-01
OL000079,FMR34122102,25891102,443,399,2022-03-04,2022-03-06
OL000080,FMR33621102,25891102,480,480,2022-03-03,2022-03-06
OL000081,FMR32622502,25891502,153,138,2022-03-02,2022-03-02
OL000082,FMR33622502,25891502,132,132,2022-03-03,2022-03-03
OL000083,FMR32420602,25891502,165,157,2022-03-02,2022-03-04
OL000084,FMR32201502,25891502,160,160,2022-03-02,2022-03-02
OL000085,FMR33220603,25891502,211,211,2022-03-03,2022-03-03
OL000086,FMR33202502,25891502,141,134,2022-03-03,2022-03-03
OL000087,FMR33520502,25891502,173,173,2022-03-03,2022-03-06
OL000088,FMR34520503,25891502,143,129,2022-03-04,2022-03-07
OL000089,FMR33503502,25891502,238,238,2022-03-03,2022-03-03
OL000090,FMR34503502,25891502,231,231,2022-03-04,2022-03-03
OL000091,FMR33401603,25891502,140,133,2022-03-03,2022-03-03
OL000092,FMR34401503,25891502,200,200,2022-03-04,2022-03-04
OL000093,FMR34721502,25891502,123,98,2022-03-04,2022-03-05
OL000094,FMR34702502,25891502,239,215,2022-03-04,2022-03-04
OL000095,FMR33521502,25891502,167,167,2022-03-03,2022-03-05
OL000096,FMR33520502,25891403,359,341,2022-03-03,2022-03-06
OL000097,FMR33320501,25891403,239,239,2022-03-03,2022-03-03
OL000098,FMR34422403,25891403,265,252,2022-03-04,2022-03-06
OL000099,FMR32903403,25891403,244,220,2022-03-02,2022-03-02
OL000100,FMR32420403,25891403,397,318,2022-03-02,2022-03-02
OL000101,FMR33101403,25891403,315,283,2022-03-03,2022-03-03
OL000102,FMR32202603,25891403,440,440,2022-03-02,2022-03-02
OL000103,FMR34303602,25891403,427,406,2022-03-04,2022-03-04
OL000104,FMR32121403,25891403,441,441,2022-03-02,2022-03-02
OL000105,FMR34522403,25891403,320,320,2022-03-04,2022-03-05
OL000106,FMR34103403,25891403,467,420,2022-03-04,2022-03-04
OL000107,FMR32220503,25891403,465,372,2022-03-02,2022-03-02
OL000108,FMR32622503,25891503,208,198,2022-03-02,2022-03-01
OL000109,FMR34622602,25891503,241,241,2022-03-04,2022-03-04
OL000110,FMR33720503,25891503,146,146,2022-03-03,2022-03-04
OL000111,FMR32220503,25891503,115,103,2022-03-02,2022-03-02
OL000112,FMR33220603,25891503,239,239,2022-03-03,2022-03-03
OL000113,FMR34321602,25891503,246,246,2022-03-04,2022-03-04
OL000114,FMR32221603,25891503,158,158,2022-03-02,2022-03-02
OL000115,FMR33221503,25891503,106,101,2022-03-03,2022-03-03
OL000116,FMR32103503,25891503,126,120,2022-03-02,2022-03-02
OL000117,FMR33401603,25891503,161,145,2022-03-03,2022-03-03
OL000118,FMR34401503,25891503,192,192,2022-03-04,2022-03-04
OL000119,FMR34721503,25891503,144,137,2022-03-04,2022-03-04
OL000120,FMR33320503,25891503,140,140,2022-03-03,2022-03-06
OL000121,FMR34520503,25891503,233,221,2022-03-04,2022-03-07
OL000122,FMR32101601,25891503,183,183,2022-03-02,2022-03-02
OL000123,FMR32422503,25891503,138,110,2022-03-02,2022-03-03
OL000124,FMR34603302,25891103,378,378,2022-03-04,2022-03-04
OL000125,FMR34702602,25891103,480,432,2022-03-04,2022-03-03
OL000126,FMR32601103,25891103,310,294,2022-03-02,2022-03-02
OL000127,FMR34601402,25891103,388,310,2022-03-04,2022-03-04
OL000128,FMR33303501,25891103,335,335,2022-03-03,2022-03-03
OL000129,FMR32621103,25891103,431,431,2022-03-02,2022-03-02
OL000130,FMR34621103,25891103,357,339,2022-03-04,2022-03-04
OL000131,FMR32501601,25891103,318,318,2022-03-02,2022-03-02
OL000132,FMR33501401,25891103,400,400,2022-03-03,2022-03-03
OL000133,FMR34501203,25891103,327,327,2022-03-04,2022-03-04
OL000134,FMR34402202,25891103,340,272,2022-03-04,2022-03-04
OL000135,FMR32221603,25891103,430,430,2022-03-02,2022-03-02
OL000136,FMR33522103,25891103,384,384,2022-03-03,2022-03-04
OL000137,FMR33503502,25891103,325,309,2022-03-03,2022-03-03
OL000138,FMR33122301,25891103,403,403,2022-03-03,2022-03-05
OL000139,FMR34122103,25891103,458,458,2022-03-04,2022-03-03
OL000140,FMR32401103,25891103,476,476,2022-03-02,2022-03-02
OL000141,FMR34301103,25891103,351,351,2022-03-04,2022-03-06
OL000142,FMR34902103,25891103,456,410,2022-03-04,2022-03-06
OL000143,FMR32202603,25891103,389,370,2022-03-02,2022-03-02
OL000144,FMR34721103,25891103,468,468,2022-03-04,2022-03-06
OL000145,FMR33420203,25891103,357,357,2022-03-03,2022-03-06
OL000146,FMR34420402,25891103,325,325,2022-03-04,2022-03-05
OL000147,FMR32321103,25891103,478,478,2022-03-02,2022-03-03
OL000148,FMR33321602,25891103,465,419,2022-03-03,2022-03-03
OL000149,FMR32422401,25891103,317,317,2022-03-02,2022-03-04
OL000150,FMR34522601,25891601,181,163,2022-03-04,2022-03-07
OL000151,FMR32202603,25891601,125,119,2022-03-02,2022-03-02
OL000152,FMR32702601,25891601,93,74,2022-03-02,2022-03-02
OL000153,FMR33520601,25891601,182,146,2022-03-03,2022-03-05
OL000154,FMR32902601,25891601,93,88,2022-03-02,2022-03-03
OL000155,FMR33103602,25891601,188,150,2022-03-03,2022-03-03
OL000156,FMR33201602,25891601,180,171,2022-03-03,2022-03-03
OL000157,FMR34622602,25891601,96,91,2022-03-04,2022-03-04
OL000158,FMR32101601,25891601,124,124,2022-03-02,2022-03-02
OL000159,FMR34220601,25891601,78,78,2022-03-04,2022-03-04
OL000160,FMR34122601,25891601,68,61,2022-03-04,2022-03-07
OL000161,FMR33321601,25891601,157,157,2022-03-03,2022-03-05
OL000162,FMR33903601,25891601,93,84,2022-03-03,2022-03-03
OL000163,FMR34621601,25891601,170,170,2022-03-04,2022-03-07
OL000164,FMR32421601,25891601,108,103,2022-03-02,2022-03-02
OL000165,FMR34421601,25891601,75,75,2022-03-04,2022-03-05
OL000166,FMR33102601,25891601,180,180,2022-03-03,2022-03-03
OL000167,FMR33401603,25891203,429,429,2022-03-03,2022-03-03
OL000168,FMR32501601,25891601,139,139,2022-03-02,2022-03-02
OL000169,FMR32603203,25891203,460,460,2022-03-02,2022-03-03
OL000170,FMR34420402,25891402,353,353,2022-03-04,2022-03-05
OL000171,FMR34401402,25891402,468,468,2022-03-04,2022-03-06
OL000172,FMR34720402,25891402,472,448,2022-03-04,2022-03-05
OL000173,FMR34721503,25891402,436,414,2022-03-04,2022-03-04
OL000174,FMR34601402,25891402,208,208,2022-03-04,2022-03-04
OL000175,FMR32520603,25891402,287,258,2022-03-02,2022-03-02
OL000176,FMR33503502,25891402,450,450,2022-03-03,2022-03-03
OL000177,FMR32203402,25891402,488,488,2022-03-02,2022-03-02
OL000178,FMR32902402,25891402,405,405,2022-03-02,2022-03-02
OL000179,FMR33321602,25891402,283,283,2022-03-03,2022-03-03
OL000180,FMR33122402,25891402,460,437,2022-03-03,2022-03-06
OL000181,FMR34122402,25891402,256,205,2022-03-04,2022-03-04
OL000182,FMR34621601,25891402,220,220,2022-03-04,2022-03-07
OL000183,FMR32221402,25891402,384,384,2022-03-02,2022-03-03
OL000184,FMR33221402,25891402,342,342,2022-03-03,2022-03-04
OL000185,FMR32622402,25891402,309,247,2022-03-02,2022-03-03
OL000186,FMR34622602,25891402,462,439,2022-03-04,2022-03-04
OL000187,FMR32202402,25891402,442,442,2022-03-02,2022-03-03
OL000188,FMR34301602,25891201,308,308,2022-03-04,2022-03-04
OL000189,FMR33521201,25891201,487,463,2022-03-03,2022-03-04
OL000190,FMR33401603,25891201,461,461,2022-03-03,2022-03-03
OL000191,FMR33320501,25891201,354,354,2022-03-03,2022-03-03
OL000192,FMR32321201,25891201,374,374,2022-03-02,2022-03-02
OL000193,FMR34102602,25891201,440,440,2022-03-04,2022-03-04
OL000194,FMR32103503,25891201,112,101,2022-03-02,2022-03-02
OL000195,FMR32501201,25891201,273,273,2022-03-02,2022-03-01
OL000196,FMR34220601,25891201,378,378,2022-03-04,2022-03-04
OL000197,FMR34702502,25891201,156,156,2022-03-04,2022-03-04
OL000198,FMR34201201,25891201,291,233,2022-03-04,2022-03-05
OL000199,FMR32622502,25891201,274,247,2022-03-02,2022-03-02
OL000200,FMR34101201,25891201,489,489,2022-03-04,2022-03-05
OL000201,FMR34520602,25891501,204,184,2022-03-04,2022-03-06
OL000202,FMR33203603,25891501,104,104,2022-03-03,2022-03-03
OL000203,FMR34420501,25891501,210,210,2022-03-04,2022-03-06
OL000204,FMR33403501,25891501,241,229,2022-03-03,2022-03-03
OL000205,FMR34121501,25891501,159,127,2022-03-04,2022-03-03
OL000206,FMR34903603,25891501,136,136,2022-03-04,2022-03-04
OL000207,FMR33320501,25891501,249,249,2022-03-03,2022-03-03
OL000208,FMR32221603,25891501,140,140,2022-03-02,2022-03-02
OL000209,FMR32101601,25891501,241,241,2022-03-02,2022-03-02
OL000210,FMR33303501,25891501,105,105,2022-03-03,2022-03-03
OL000211,FMR32102602,25891501,114,91,2022-03-02,2022-03-02
OL000212,FMR32402602,25891501,223,223,2022-03-02,2022-03-02
OL000213,FMR33720501,25891501,182,182,2022-03-03,2022-03-02
OL000214,FMR32301603,25891501,238,238,2022-03-02,2022-03-02
OL000215,FMR34301602,25891602,92,83,2022-03-04,2022-03-04
OL000216,FMR34303602,25891602,98,98,2022-03-04,2022-03-04
OL000217,FMR34702602,25891602,155,155,2022-03-04,2022-03-03
OL000218,FMR32102602,25891602,63,63,2022-03-02,2022-03-02
OL000219,FMR34102602,25891602,154,154,2022-03-04,2022-03-04
OL000220,FMR34703602,25891602,163,163,2022-03-04,2022-03-04
OL000221,FMR32420602,25891602,76,76,2022-03-02,2022-03-04
OL000222,FMR33321602,25891602,78,74,2022-03-03,2022-03-03
OL000223,FMR34321602,25891602,60,60,2022-03-04,2022-03-04
OL000224,FMR32402602,25891602,172,163,2022-03-02,2022-03-02
OL000225,FMR33203603,25891602,184,184,2022-03-03,2022-03-03
OL000226,FMR32103602,25891602,86,77,2022-03-02,2022-03-01
OL000227,FMR33103602,25891602,172,163,2022-03-03,2022-03-03
OL000228,FMR33201602,25891602,52,52,2022-03-03,2022-03-03
OL000229,FMR34320602,25891602,190,190,2022-03-04,2022-03-04
OL000230,FMR34520602,25891602,164,131,2022-03-04,2022-03-06
OL000231,FMR34622602,25891602,54,54,2022-03-04,2022-03-04
OL000232,FMR32220602,25891602,77,77,2022-03-02,2022-03-01
OL000233,FMR33220603,25891602,65,65,2022-03-03,2022-03-03
OL000234,FMR33721603,25891602,148,148,2022-03-03,2022-03-03
OL000235,FMR33501401,25891101,484,484,2022-03-03,2022-03-03
OL000236,FMR32101601,25891101,474,474,2022-03-02,2022-03-02
OL000237,FMR33101403,25891101,349,349,2022-03-03,2022-03-03
OL000238,FMR32703401,25891101,492,492,2022-03-02,2022-03-02
OL000239,FMR33321602,25891101,345,345,2022-03-03,2022-03-03
OL000240,FMR32203101,25891101,409,389,2022-03-02,2022-03-04
OL000241,FMR33203603,25891101,368,294,2022-03-03,2022-03-03
OL000242,FMR32903403,25891101,343,326,2022-03-02,2022-03-02
OL000243,FMR34122303,25891101,410,390,2022-03-04,2022-03-05
OL000244,FMR33202502,25891101,391,391,2022-03-03,2022-03-03
OL000245,FMR34202301,25891101,431,431,2022-03-04,2022-03-04
OL000246,FMR33403501,25891101,379,379,2022-03-03,2022-03-03
OL000247,FMR34401102,25891101,454,454,2022-03-04,2022-03-03
OL000248,FMR33503502,25891101,362,362,2022-03-03,2022-03-03
OL000249,FMR33420101,25891101,306,306,2022-03-03,2022-03-04
OL000250,FMR34420501,25891101,494,494,2022-03-04,2022-03-06
OL000251,FMR34622101,25891101,423,402,2022-03-04,2022-03-03
OL000252,FMR34520301,25891101,428,385,2022-03-04,2022-03-04
OL000253,FMR34422101,25891101,444,444,2022-03-04,2022-03-05
OL000254,FMR34603401,25891401,313,313,2022-03-04,2022-03-05
OL000255,FMR33501401,25891401,288,259,2022-03-03,2022-03-03
OL000256,FMR32503401,25891401,449,449,2022-03-02,2022-03-02
OL000257,FMR33202502,25891401,215,215,2022-03-03,2022-03-03
OL000258,FMR34702502,25891401,355,337,2022-03-04,2022-03-04
OL000259,FMR32703401,25891401,234,234,2022-03-02,2022-03-02
OL000260,FMR32422401,25891401,342,342,2022-03-02,2022-03-04
OL000261,FMR32122401,25891401,240,228,2022-03-02,2022-03-04
OL000262,FMR33201602,25891401,480,456,2022-03-03,2022-03-03
OL000263,FMR33103401,25891401,306,291,2022-03-03,2022-03-02
OL000264,FMR34103403,25891401,399,359,2022-03-04,2022-03-04
OL000265,FMR32403401,25891401,473,473,2022-03-02,2022-03-02
OL000266,FMR32520603,25891603,67,64,2022-03-02,2022-03-02
OL000267,FMR33220603,25891603,51,46,2022-03-03,2022-03-03
OL000268,FMR33603603,25891603,183,183,2022-03-03,2022-03-05
OL000269,FMR32221603,25891603,100,80,2022-03-02,2022-03-02
OL000270,FMR33401603,25891603,127,127,2022-03-03,2022-03-03
OL000271,FMR33420603,25891603,129,129,2022-03-03,2022-03-03
OL000272,FMR32121603,25891603,200,180,2022-03-02,2022-03-04
OL000273,FMR32421603,25891603,172,155,2022-03-02,2022-03-05
OL000274,FMR32903603,25891603,128,115,2022-03-02,2022-03-03
OL000275,FMR34903603,25891603,148,133,2022-03-04,2022-03-04
OL000276,FMR33703603,25891603,165,165,2022-03-03,2022-03-03
OL000277,FMR32303603,25891603,169,169,2022-03-02,2022-03-02
OL000278,FMR32301603,25891603,134,121,2022-03-02,2022-03-02
OL000279,FMR33203603,25891603,122,122,2022-03-03,2022-03-03
OL000280,FMR32202603,25891603,186,186,2022-03-02,2022-03-02
OL000281,FMR32721603,25891603,140,126,2022-03-02,2022-03-02
OL000282,FMR33721603,25891603,195,195,2022-03-03,2022-03-03
OL000283,FMR33621603,25891603,69,69,2022-03-03,2022-03-03
OL000284,FMR32102202,25891202,106,106,2022-03-02,2022-03-03
OL000285,FMR33102601,25891202,419,419,2022-03-03,2022-03-03
OL000286,FMR33402303,25891202,167,167,2022-03-03,2022-03-03
OL000287,FMR34402202,25891202,457,457,2022-03-04,2022-03-04
OL000288,FMR33622502,25891202,294,294,2022-03-03,2022-03-03
OL000289,FMR34902202,25891202,311,311,2022-03-04,2022-03-04
OL000290,FMR32320202,25891202,211,211,2022-03-02,2022-03-03
OL000291,FMR33320202,25891202,209,188,2022-03-03,2022-03-05
OL000292,FMR32403401,25891202,472,472,2022-03-02,2022-03-02
OL000293,FMR34703602,25891202,185,167,2022-03-04,2022-03-04
OL000294,FMR34303602,25891202,160,144,2022-03-04,2022-03-04
OL000295,FMR32721603,25891202,178,169,2022-03-02,2022-03-02
OL000296,FMR33421203,25891202,332,332,2022-03-03,2022-03-06
OL000297,FMR34421601,25891202,132,125,2022-03-04,2022-03-05
OL000298,FMR33101202,25891202,150,150,2022-03-03,2022-03-04
OL000299,FMR34401503,25891202,173,173,2022-03-04,2022-03-04
OL000300,FMR33503502,25891202,214,214,2022-03-03,2022-03-03
OL000301,FMR33601202,25891202,411,390,2022-03-03,2022-03-04
OL000302,FMR34201202,25891202,175,175,2022-03-04,2022-03-04
OL000303,FMR32521202,25891202,479,479,2022-03-02,2022-03-05
OL000304,FMR33521202,25891202,347,347,2022-03-03,2022-03-03
OL000305,FMR34520602,25891202,200,200,2022-03-04,2022-03-06
OL000306,FMR33720202,25891202,270,270,2022-03-03,2022-03-03
OL000307,FMR32202603,25891202,342,274,2022-03-02,2022-03-02
OL000308,FMR33202502,25891202,130,130,2022-03-03,2022-03-03
OL000309,FMR33522202,25891202,280,252,2022-03-03,2022-03-03
OL000310,FMR32203402,25891303,64,64,2022-03-02,2022-03-02
OL000311,FMR33103602,25891303,40,32,2022-03-03,2022-03-03
OL000312,FMR32721603,25891303,69,69,2022-03-02,2022-03-02
OL000313,FMR32522303,25891303,63,50,2022-03-02,2022-03-01
OL000314,FMR32601303,25891303,95,95,2022-03-02,2022-03-03
OL000315,FMR33601303,25891303,69,66,2022-03-03,2022-03-03
OL000316,FMR33703303,25891303,76,76,2022-03-03,2022-03-02
OL000317,FMR34720303,25891303,27,27,2022-03-04,2022-03-06
OL000318,FMR34420303,25891303,63,57,2022-03-04,2022-03-04
OL000319,FMR32622502,25891303,51,51,2022-03-02,2022-03-02
OL000320,FMR34622602,25891303,84,84,2022-03-04,2022-03-04
OL000321,FMR34122303,25891303,37,33,2022-03-04,2022-03-05
OL000322,FMR32501601,25891303,51,41,2022-03-02,2022-03-02
OL000323,FMR33501401,25891303,57,57,2022-03-03,2022-03-03
OL000324,FMR32702601,25891303,29,29,2022-03-02,2022-03-02
OL000325,FMR32221303,25891303,42,42,2022-03-02,2022-03-01
OL000326,FMR32202402,25891303,40,40,2022-03-02,2022-03-03
OL000327,FMR33403501,25891303,89,89,2022-03-03,2022-03-03
OL000328,FMR34121303,25891303,49,49,2022-03-04,2022-03-07
OL000329,FMR32101601,25891303,58,58,2022-03-02,2022-03-02
OL000330,FMR32402303,25891303,68,54,2022-03-02,2022-03-03
OL000331,FMR33402303,25891303,63,63,2022-03-03,2022-03-03
OL000332,FMR32903403,25891303,75,75,2022-03-02,2022-03-02
OL000333,FMR33203403,25891402,320,320,2022-03-03,2022-03-03
OL000334,FMR34603203,25891203,477,477,2022-03-04,2022-03-03
OL000335,FMR33422203,25891203,452,452,2022-03-03,2022-03-03
OL000336,FMR35422503,25891203,148,148,2022-03-05,2022-03-08
OL000337,FMR34101203,25891203,500,500,2022-03-04,2022-03-04
OL000338,FMR35401203,25891203,400,380,2022-03-05,2022-03-05
OL000339,FMR34320402,25891203,184,175,2022-03-04,2022-03-04
OL000340,FMR35320402,25891203,490,490,2022-03-05,2022-03-05
OL000341,FMR34721601,25891203,293,264,2022-03-04,2022-03-04
OL000342,FMR34202203,25891203,206,206,2022-03-04,2022-03-03
OL000343,FMR33503203,25891203,308,308,2022-03-03,2022-03-06
OL000344,FMR35121203,25891203,197,197,2022-03-05,2022-03-05
OL000345,FMR34221203,25891203,343,343,2022-03-04,2022-03-03
OL000346,FMR35221203,25891203,294,279,2022-03-05,2022-03-05
OL000347,FMR35321603,25891203,280,224,2022-03-05,2022-03-05
OL000348,FMR33501602,25891203,352,352,2022-03-03,2022-03-03
OL000349,FMR33601203,25891203,491,466,2022-03-03,2022-03-03
OL000350,FMR35622603,25891203,185,185,2022-03-05,2022-03-05
OL000351,FMR35902601,25891203,474,474,2022-03-05,2022-03-05
OL000352,FMR35402501,25891203,128,128,2022-03-05,2022-03-05
OL000353,FMR33702602,25891203,341,324,2022-03-03,2022-03-03
OL000354,FMR33520203,25891203,236,212,2022-03-03,2022-03-02
OL000355,FMR35320402,25891302,24,22,2022-03-05,2022-03-05
OL000356,FMR35603302,25891302,61,61,2022-03-05,2022-03-04
OL000357,FMR35621302,25891302,97,97,2022-03-05,2022-03-05
OL000358,FMR33321303,25891302,55,44,2022-03-03,2022-03-03
OL000359,FMR33420302,25891302,65,62,2022-03-03,2022-03-05
OL000360,FMR34420302,25891302,24,24,2022-03-04,2022-03-07
OL000361,FMR34220501,25891302,58,55,2022-03-04,2022-03-04
OL000362,FMR34122403,25891302,51,48,2022-03-04,2022-03-05
OL000363,FMR35122302,25891302,49,49,2022-03-05,2022-03-08
OL000364,FMR35303601,25891302,23,22,2022-03-05,2022-03-05
OL000365,FMR33720403,25891302,75,75,2022-03-03,2022-03-03
OL000366,FMR35720302,25891302,32,30,2022-03-05,2022-03-04
OL000367,FMR34703601,25891302,99,99,2022-03-04,2022-03-04
OL000368,FMR34101302,25891302,64,61,2022-03-04,2022-03-05
OL000369,FMR34522401,25891302,83,83,2022-03-04,2022-03-06
OL000370,FMR34121401,25891302,56,56,2022-03-04,2022-03-07
OL000371,FMR34903403,25891302,77,69,2022-03-04,2022-03-04
OL000372,FMR35903601,25891302,97,78,2022-03-05,2022-03-05
OL000373,FMR34402603,25891302,94,94,2022-03-04,2022-03-04
OL000374,FMR33422302,25891302,35,35,2022-03-03,2022-03-06
OL000375,FMR34721301,25891301,67,67,2022-03-04,2022-03-03
OL000376,FMR35703502,25891301,88,88,2022-03-05,2022-03-05
OL000377,FMR35102301,25891301,44,44,2022-03-05,2022-03-08
OL000378,FMR33103301,25891301,72,68,2022-03-03,2022-03-02
OL000379,FMR33321303,25891301,93,84,2022-03-03,2022-03-03
OL000380,FMR35321301,25891301,22,22,2022-03-05,2022-03-06
OL000381,FMR34503301,25891301,29,26,2022-03-04,2022-03-05
OL000382,FMR34521301,25891301,62,59,2022-03-04,2022-03-06
OL000383,FMR33702602,25891301,84,76,2022-03-03,2022-03-03
OL000384,FMR34702601,25891301,68,61,2022-03-04,2022-03-04
OL000385,FMR35902601,25891301,48,48,2022-03-05,2022-03-05
OL000386,FMR33401301,25891301,67,54,2022-03-03,2022-03-03
OL000387,FMR33721102,25891102,483,386,2022-03-03,2022-03-03
OL000388,FMR34601501,25891102,492,492,2022-03-04,2022-03-04
OL000389,FMR34402603,25891102,388,388,2022-03-04,2022-03-04
OL000390,FMR33221401,25891102,472,472,2022-03-03,2022-03-03
OL000391,FMR33622402,25891102,409,409,2022-03-03,2022-03-03
OL000392,FMR35902601,25891102,431,431,2022-03-05,2022-03-05
OL000393,FMR33503603,25891102,495,495,2022-03-03,2022-03-03
OL000394,FMR33321303,25891102,420,420,2022-03-03,2022-03-03
OL000395,FMR35420102,25891102,359,287,2022-03-05,2022-03-07
OL000396,FMR35220102,25891102,404,404,2022-03-05,2022-03-04
OL000397,FMR33101501,25891102,352,317,2022-03-03,2022-03-03
OL000398,FMR34101203,25891102,308,308,2022-03-04,2022-03-04
OL000399,FMR33102403,25891102,366,329,2022-03-03,2022-03-03
OL000400,FMR34621102,25891102,480,480,2022-03-04,2022-03-07
OL000401,FMR35122502,25891502,185,185,2022-03-05,2022-03-06
OL000402,FMR33320502,25891502,128,128,2022-03-03,2022-03-03
OL000403,FMR34201502,25891502,171,171,2022-03-04,2022-03-04
OL000404,FMR33301502,25891502,225,180,2022-03-03,2022-03-03
OL000405,FMR33203502,25891502,235,223,2022-03-03,2022-03-04
OL000406,FMR34203602,25891502,202,202,2022-03-04,2022-03-04
OL000407,FMR34202502,25891502,171,154,2022-03-04,2022-03-04
OL000408,FMR34121502,25891502,188,188,2022-03-04,2022-03-03
OL000409,FMR35520502,25891502,112,106,2022-03-05,2022-03-05
