order_line_id,order_id,product_id,order_qty,delivery_qty,agreed_delivery_date,actual_delivery_date
257,FMR33202502,25891401,215,215,2022-03-03,2022-03-03
258,FMR34702502,25891401,355,337,2022-03-04,2022-03-04
259,FMR32703401,25891401,234,234,2022-03-02,2022-03-02
260,FMR32422401,25891401,342,342,2022-03-02,2022-03-04
261,FMR32122401,25891401,240,228,2022-03-02,2022-03-04
262,FMR33201602,25891401,480,456,2022-03-03,2022-03-03
263,FMR33103401,25891401,306,291,2022-03-03,2022-03-02
264,FMR34103403,25891401,399,359,2022-03-04,2022-03-04
265,FMR32403401,25891401,473,473,2022-03-02,2022-03-02
266,FMR32520603,25891603,67,64,2022-03-02,2022-03-02
267,FMR33220603,25891603,51,46,2022-03-03,2022-03-03
268,FMR33603603,25891603,183,183,2022-03-03,2022-03-05
269,FMR32221603,25891603,100,80,2022-03-02,2022-03-02
270,FMR33401603,25891603,127,127,2022-03-03,2022-03-03
271,FMR33420603,25891603,129,129,2022-03-03,2022-03-03
272,FMR32121603,25891603,200,180,2022-03-02,2022-03-04
273,FMR32421603,25891603,172,155,2022-03-02,2022-03-05
274,FMR32903603,25891603,128,115,2022-03-02,2022-03-03
275,FMR34903603,25891603,148,133,2022-03-04,2022-03-04
276,FMR33703603,25891603,165,165,2022-03-03,2022-03-03
277,FMR32303603,25891603,169,169,2022-03-02,2022-03-02
278,FMR32301603,25891603,134,121,2022-03-02,2022-03-02
279,FMR33203603,25891603,122,122,2022-03-03,2022-03-03
280,FMR32202603,25891603,186,186,2022-03-02,2022-03-02
281,FMR32721603,25891603,140,126,2022-03-02,2022-03-02
282,FMR33721603,25891603,195,195,2022-03-03,2022-03-03
283,FMR33621603,25891603,69,69,2022-03-03,2022-03-03
284,FMR32102202,25891202,106,106,2022-03-02,2022-03-03
285,FMR33102601,25891202,419,419,2022-03-03,2022-03-03
286,FMR33402303,25891202,167,167,2022-03-03,2022-03-03
287,FMR34402202,25891202,457,457,2022-03-04,2022-03-04
288,FMR33622502,25891202,294,294,2022-03-03,2022-03-03
289,FMR34902202,25891202,311,311,2022-03-04,2022-03-04
290,FMR32320202,25891202,211,211,2022-03-02,2022-03-03
291,FMR33320202,25891202,209,188,2022-03-03,2022-03-05
292,FMR32403401,25891202,472,472,2022-03-02,2022-03-02
293,FMR34703602,25891202,185,167,2022-03-04,2022-03-04
294,FMR34303602,25891202,160,144,2022-03-04,2022-03-04
295,FMR32721603,25891202,178,169,2022-03-02,2022-03-02
296,FMR33421203,25891202,332,332,2022-03-03,2022-03-06
297,FMR34421601,25891202,132,125,2022-03-04,2022-03-05
298,FMR33101202,25891202,150,150,2022-03-03,2022-03-04
299,FMR34401503,25891202,173,173,2022-03-04,2022-03-04
300,FMR33503502,25891202,214,214,2022-03-03,2022-03-03
301,FMR33601202,25891202,411,390,2022-03-03,2022-03-04
302,FMR34201202,25891202,175,175,2022-03-04,2022-03-04
303,FMR32521202,25891202,479,479,2022-03-02,2022-03-05
304,FMR33521202,25891202,347,347,2022-03-03,2022-03-03
305,FMR34520602,25891202,200,200,2022-03-04,2022-03-06
306,FMR33720202,25891202,270,270,2022-03-03,2022-03-03
307,FMR32202603,25891202,342,274,2022-03-02,2022-03-02
308,FMR33202502,25891202,130,130,2022-03-03,2022-03-03
309,FMR33522202,25891202,280,252,2022-03-03,2022-03-03
310,FMR32203402,25891303,64,64,2022-03-02,2022-03-02
311,FMR33103602,25891303,40,32,2022-03-03,2022-03-03
312,FMR32721603,25891303,69,69,2022-03-02,2022-03-02
313,FMR32522303,25891303,63,50,2022-03-02,2022-03-01
314,FMR32601303,25891303,95,95,2022-03-02,2022-03-03
315,FMR33601303,25891303,69,66,2022-03-03,2022-03-03
316,FMR33703303,25891303,76,76,2022-03-03,2022-03-02
317,FMR34720303,25891303,27,27,2022-03-04,2022-03-06
318,FMR34420303,25891303,63,57,2022-03-04,2022-03-04
319,FMR32622502,25891303,51,51,2022-03-02,2022-03-02
320,FMR34622602,25891303,84,84,2022-03-04,2022-03-04
321,FMR34122303,25891303,37,33,2022-03-04,2022-03-05
322,FMR32501601,25891303,51,41,2022-03-02,2022-03-02
323,FMR33501401,25891303,57,57,2022-03-03,2022-03-03
324,FMR32702601,25891303,29,29,2022-03-02,2022-03-02
325,FMR32221303,25891303,42,42,2022-03-02,2022-03-01
326,FMR32202402,25891303,40,40,2022-03-02,2022-03-03
327,FMR33403501,25891303,89,89,2022-03-03,2022-03-03
328,FMR34121303,25891303,49,49,2022-03-04,2022-03-07
329,FMR32101601,25891303,58,58,2022-03-02,2022-03-02
330,FMR32402303,25891303,68,54,2022-03-02,2022-03-03
331,FMR33402303,25891303,63,63,2022-03-03,2022-03-03
332,FMR32903403,25891303,75,75,2022-03-02,2022-03-02
333,FMR33203403,25891402,320,320,2022-03-03,2022-03-03
334,FMR34603203,25891203,477,477,2022-03-04,2022-03-03
335,FMR33422203,25891203,452,452,2022-03-03,2022-03-03
336,FMR35422503,25891203,148,148,2022-03-05,2022-03-08
337,FMR34101203,25891203,500,500,2022-03-04,2022-03-04
338,FMR35401203,25891203,400,380,2022-03-05,2022-03-05
339,FMR34320402,25891203,184,175,2022-03-04,2022-03-04
340,FMR35320402,25891203,490,490,2022-03-05,2022-03-05
341,FMR34721601,25891203,293,264,2022-03-04,2022-03-04
342,FMR34202203,25891203,206,206,2022-03-04,2022-03-03
343,FMR33503203,25891203,308,308,2022-03-03,2022-03-06
344,FMR35121203,25891203,197,197,2022-03-05,2022-03-05
345,FMR34221203,25891203,343,343,2022-03-04,2022-03-03
346,FMR35221203,25891203,294,279,2022-03-05,2022-03-05
347,FMR35321603,25891203,280,224,2022-03-05,2022-03-05
348,FMR33501602,25891203,352,352,2022-03-03,2022-03-03
349,FMR33601203,25891203,491,466,2022-03-03,2022-03-03
350,FMR35622603,25891203,185,185,2022-03-05,2022-03-05
351,FMR35902601,25891203,474,474,2022-03-05,2022-03-05
352,FMR35402501,25891203,128,128,2022-03-05,2022-03-05
353,FMR33702602,25891203,341,324,2022-03-03,2022-03-03
354,FMR33520203,25891203,236,212,2022-03-03,2022-03-02
355,FMR35320402,25891302,24,22,2022-03-05,2022-03-05
356,FMR35603302,25891302,61,61,2022-03-05,2022-03-04
357,FMR35621302,25891302,97,97,2022-03-05,2022-03-05
358,FMR33321303,25891302,55,44,2022-03-03,2022-03-03
359,FMR33420302,25891302,65,62,2022-03-03,2022-03-05
360,FMR34420302,25891302,24,24,2022-03-04,2022-03-07
361,FMR34220501,25891302,58,55,2022-03-04,2022-03-04
362,FMR34122403,25891302,51,48,2022-03-04,2022-03-05
363,FMR35122302,25891302,49,49,2022-03-05,2022-03-08
364,FMR35303601,25891302,23,22,2022-03-05,2022-03-05
365,FMR33720403,25891302,75,75,2022-03-03,2022-03-03
366,FMR35720302,25891302,32,30,2022-03-05,2022-03-04
367,FMR34703601,25891302,99,99,2022-03-04,2022-03-04
368,FMR34101302,25891302,64,61,2022-03-04,2022-03-05
369,FMR34522401,25891302,83,83,2022-03-04,2022-03-06
370,FMR34121401,25891302,56,56,2022-03-04,2022-03-07
371,FMR34903403,25891302,77,69,2022-03-04,2022-03-04
372,FMR35903601,25891302,97,78,2022-03-05,2022-03-05
373,FMR34402603,25891302,94,94,2022-03-04,2022-03-04
374,FMR33422302,25891302,35,35,2022-03-03,2022-03-06
375,FMR34721301,25891301,67,67,2022-03-04,2022-03-03
376,FMR35703502,25891301,88,88,2022-03-05,2022-03-05
377,FMR35102301,25891301,44,44,2022-03-05,2022-03-08
378,FMR33103301,25891301,72,68,2022-03-03,2022-03-02
379,FMR33321303,25891301,93,84,2022-03-03,2022-03-03
380,FMR35321301,25891301,22,22,2022-03-05,2022-03-06
381,FMR34503301,25891301,29,26,2022-03-04,2022-03-05
382,FMR34521301,25891301,62,59,2022-03-04,2022-03-06
383,FMR33702602,25891301,84,76,2022-03-03,2022-03-03
384,FMR34702601,25891301,68,61,2022-03-04,2022-03-04
385,FMR35902601,25891301,48,48,2022-03-05,2022-03-05
386,FMR33401301,25891301,67,54,2022-03-03,2022-03-03
387,FMR33721102,25891102,483,386,2022-03-03,2022-03-03
388,FMR34601501,25891102,492,492,2022-03-04,2022-03-04
389,FMR34402603,25891102,388,388,2022-03-04,2022-03-04
390,FMR33221401,25891102,472,472,2022-03-03,2022-03-03
391,FMR33622402,25891102,409,409,2022-03-03,2022-03-03
392,FMR35902601,25891102,431,431,2022-03-05,2022-03-05
393,FMR33503603,25891102,495,495,2022-03-03,2022-03-03
394,FMR33321303,25891102,420,420,2022-03-03,2022-03-03
395,FMR35420102,25891102,359,287,2022-03-05,2022-03-07
396,FMR35220102,25891102,404,404,2022-03-05,2022-03-04
397,FMR33101501,25891102,352,317,2022-03-03,2022-03-03
398,FMR34101203,25891102,308,308,2022-03-04,2022-03-04
399,FMR33102403,25891102,366,329,2022-03-03,2022-03-03
400,FMR34621102,25891102,480,480,2022-03-04,2022-03-07
401,FMR35122502,25891502,185,185,2022-03-05,2022-03-06
402,FMR33320502,25891502,128,128,2022-03-03,2022-03-03
403,FMR34201502,25891502,171,171,2022-03-04,2022-03-04
404,FMR33301502,25891502,225,180,2022-03-03,2022-03-03
405,FMR33203502,25891502,235,223,2022-03-03,2022-03-04
406,FMR34203602,25891502,202,202,2022-03-04,2022-03-04
407,FMR34202502,25891502,171,154,2022-03-04,2022-03-04
408,FMR34121502,25891502,188,188,2022-03-04,2022-03-03
409,FMR35520502,25891502,112,106,2022-03-05,2022-03-05
410,FMR33103603,25891502,185,185,2022-03-03,2022-03-03
411,FMR33603502,25891502,238,238,2022-03-03,2022-03-03
412,FMR35503502,25891502,174,139,2022-03-05,2022-03-05
413,FMR35101502,25891502,190,190,2022-03-05,2022-03-05
414,FMR35703502,25891502,210,210,2022-03-05,2022-03-05
415,FMR33702602,25891502,235,211,2022-03-03,2022-03-03
416,FMR35702603,25891502,124,124,2022-03-05,2022-03-05
417,FMR35303601,25891502,154,154,2022-03-05,2022-03-05
418,FMR34321502,25891502,243,243,2022-03-04,2022-03-04
419,FMR33501602,25891502,144,144,2022-03-03,2022-03-03
420,FMR33203403,25891403,488,488,2022-03-03,2022-03-03
421,FMR35203601,25891403,359,359,2022-03-05,2022-03-05
422,FMR35321603,25891403,201,201,2022-03-05,2022-03-05
423,FMR33903503,25891403,226,215,2022-03-03,2022-03-03
424,FMR34903403,25891403,273,273,2022-03-04,2022-03-04
425,FMR34501403,25891403,486,462,2022-03-04,2022-03-04
426,FMR34420403,25891403,455,455,2022-03-04,2022-03-06
427,FMR33201403,25891403,314,314,2022-03-03,2022-03-03
428,FMR35902601,25891403,461,415,2022-03-05,2022-03-05
429,FMR35703502,25891403,468,468,2022-03-05,2022-03-05
430,FMR34503602,25891403,317,317,2022-03-04,2022-03-04
431,FMR33122503,25891403,313,297,2022-03-03,2022-03-03
432,FMR34122403,25891403,239,239,2022-03-04,2022-03-05
433,FMR33102403,25891403,476,476,2022-03-03,2022-03-03
434,FMR34102403,25891403,495,495,2022-03-04,2022-03-04
435,FMR33202403,25891403,317,317,2022-03-03,2022-03-03
436,FMR34202502,25891403,441,441,2022-03-04,2022-03-04
437,FMR33720403,25891403,398,398,2022-03-03,2022-03-03
438,FMR33303403,25891403,269,242,2022-03-03,2022-03-03
439,FMR34521403,25891403,223,223,2022-03-04,2022-03-04
440,FMR33121403,25891403,292,292,2022-03-03,2022-03-06
441,FMR34702403,25891403,384,346,2022-03-04,2022-03-05
442,FMR33301502,25891403,264,264,2022-03-03,2022-03-03
443,FMR35301503,25891403,453,453,2022-03-05,2022-03-06
444,FMR34601501,25891403,411,390,2022-03-04,2022-03-04
445,FMR35622603,25891403,255,255,2022-03-05,2022-03-05
446,FMR33403601,25891503,178,178,2022-03-03,2022-03-03
447,FMR33321503,25891503,125,125,2022-03-03,2022-03-02
448,FMR33902503,25891503,205,205,2022-03-03,2022-03-03
